City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,Nome,64.5011,-165.4064,42.87,70,100,12.66,US,2022-04-29 02:22:24
299,Tongzi,28.7829,105.0877,72.59,65,1,2.37,CN,2022-04-29 02:22:24
300,Kropotkin,45.4375,40.5756,55.53,78,99,13.53,RU,2022-04-29 02:22:25
301,Andros,37.8333,24.9333,64.96,80,6,19.42,GR,2022-04-29 02:22:25
302,Jacareacanga,-6.2222,-57.7528,73.29,97,100,2.19,BR,2022-04-29 02:22:26
303,Sturgeon Falls,46.3646,-79.9326,38.08,69,0,4.76,CA,2022-04-29 02:22:26
304,Ostrovnoy,68.0531,39.5131,15.06,86,57,19.62,RU,2022-04-29 02:17:39
305,Kidal,18.4411,1.4078,78.91,10,100,8.55,ML,2022-04-29 02:22:27
306,Iguape,-24.7081,-47.5553,76.39,74,68,5.55,BR,2022-04-29 02:22:28
307,Oskemen,49.9565,82.6119,49.96,50,4,0.0,KZ,2022-04-29 02:22:28
308,Coahuayana,18.7333,-103.6833,74.41,81,0,2.44,MX,2022-04-29 02:22:28
309,Sidrolandia,-20.9319,-54.9614,74.5,47,50,1.54,BR,2022-04-29 02:22:29
310,Pailitas,8.9565,-73.6255,76.32,93,100,2.82,CO,2022-04-29 02:22:29
311,Bilibino,68.0546,166.4372,31.64,92,100,1.48,RU,2022-04-29 02:22:30
312,Shar,49.5886,81.0453,58.06,37,6,11.45,KZ,2022-04-29 02:22:30
313,Puerto Madryn,-42.7692,-65.0385,45.61,37,0,7.78,AR,2022-04-29 02:20:04
314,Pontianak,-0.0333,109.3333,84.18,79,40,6.91,ID,2022-04-29 02:22:31
315,Mount Darwin,-16.7725,31.5838,60.21,78,94,1.86,ZW,2022-04-29 02:22:31
316,Macau,22.2006,113.5461,89.85,83,40,9.22,MO,2022-04-29 02:22:31
317,Gelibolu,40.4103,26.6708,53.46,80,1,9.13,TR,2022-04-29 02:22:32
318,Monrovia,6.3005,-10.7969,77.83,85,100,8.95,LR,2022-04-29 02:18:59
319,Rosario,-32.9468,-60.6393,53.94,43,0,8.05,AR,2022-04-29 02:19:46
320,Partizanskoye,55.5006,94.39,53.19,53,100,16.4,RU,2022-04-29 02:21:25
321,Cidreira,-30.1811,-50.2056,66.27,86,100,7.58,BR,2022-04-29 02:23:33
322,Akdepe,42.0551,59.3788,62.69,23,0,6.44,TM,2022-04-29 02:23:33
323,Souillac,-20.5167,57.5167,71.98,94,40,4.61,MU,2022-04-29 02:23:33
324,Half Moon Bay,37.4636,-122.4286,59.58,70,0,28.77,US,2022-04-29 02:23:34
325,Doka,13.5167,35.7667,82.06,22,0,8.16,SD,2022-04-29 02:23:34
326,Cravo Norte,6.3017,-70.2041,84.87,59,99,2.15,CO,2022-04-29 02:23:35
327,Vanderhoof,54.0166,-124.0198,46.69,54,97,8.05,CA,2022-04-29 02:23:35
328,Clearwater,27.9659,-82.8001,76.98,68,40,15.99,US,2022-04-29 02:23:36
329,Vanimo,-2.6741,141.3028,87.19,62,100,4.12,PG,2022-04-29 02:23:36
330,Ust-Koksa,50.2696,85.6108,46.49,60,6,2.33,RU,2022-04-29 02:23:36
331,Castro,-24.7911,-50.0119,62.24,90,100,3.94,BR,2022-04-29 02:18:56
332,Vyazemskiy,47.5378,134.7525,52.59,31,3,11.99,RU,2022-04-29 02:23:37
333,Chunskiy,56.0815,99.6342,48.9,75,100,5.91,RU,2022-04-29 02:23:37
334,Tuatapere,-46.1333,167.6833,58.05,67,100,2.01,NZ,2022-04-29 02:23:38
335,Xining,36.6167,101.7667,42.22,84,100,6.69,CN,2022-04-29 02:23:38
336,Kanigoro,-8.13,112.219,84.18,72,18,4.85,ID,2022-04-29 02:23:39
337,Maldonado,-34.6667,-54.9167,55.22,60,5,6.22,UY,2022-04-29 02:23:39
338,Kamaishi,39.2667,141.8833,50.23,49,100,9.44,JP,2022-04-29 02:23:39
339,Cedral,23.8,-100.7333,75.09,32,68,7.99,MX,2022-04-29 02:23:40
340,Caravelas,-17.7125,-39.2481,74.3,87,0,4.14,BR,2022-04-29 02:23:40
341,Inirida,3.8653,-67.9239,75.18,95,100,1.45,CO,2022-04-29 02:23:41
342,Ngunguru,-35.6167,174.5,62.4,79,69,14.92,NZ,2022-04-29 02:23:41
343,Ginda,30.6945,78.4932,72.93,21,3,4.16,IN,2022-04-29 02:19:06
344,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,73.53,98,100,1.57,BR,2022-04-29 02:23:42
345,Viedma,-40.8135,-62.9967,44.55,45,17,7.43,AR,2022-04-29 02:23:42
346,Natal,-5.795,-35.2094,79.02,89,20,4.61,BR,2022-04-29 02:23:42
347,Koryukivka,51.7688,32.2481,37.51,83,13,4.56,UA,2022-04-29 02:23:43
348,Premia De Mar,41.4921,2.3652,65.19,67,9,1.01,ES,2022-04-29 02:23:43
349,Arinos,-15.9169,-46.1056,72.7,55,68,2.84,BR,2022-04-29 02:23:44
350,Tromso,69.6496,18.957,26.62,80,20,14.63,NO,2022-04-29 02:21:39
351,Buala,-8.145,159.5921,85.69,69,100,4.09,SB,2022-04-29 02:23:44
352,Lucapa,-8.4192,20.7447,64.85,97,99,3.49,AO,2022-04-29 02:23:45
353,Lianran,24.9227,102.485,68.54,28,0,10.6,CN,2022-04-29 02:23:45
354,Sao Sebastiao Do Paraiso,-20.9169,-46.9914,63.48,62,20,2.48,BR,2022-04-29 02:23:46
355,Athabasca,54.7169,-113.2854,45.01,66,88,8.61,CA,2022-04-29 02:23:46
356,Abalak,58.1286,68.5944,46.9,76,95,10.45,RU,2022-04-29 02:23:47
357,Mount Isa,-20.7333,139.5,89.37,45,45,14.97,AU,2022-04-29 02:23:47
358,Nelson Bay,-32.7167,152.15,79.09,76,77,5.26,AU,2022-04-29 02:23:47
359,Kwinana,-32.25,115.7667,68.34,59,3,1.99,AU,2022-04-29 02:23:48
360,Rutul,41.5357,47.4239,48.79,87,28,2.73,RU,2022-04-29 02:23:48
361,Kings Mountain,35.2451,-81.3412,61.68,54,0,0.0,US,2022-04-29 02:23:49
362,Ondjiva,-17.0667,15.7333,67.05,61,20,6.8,AO,2022-04-29 02:23:49
363,Dashitou,43.3067,128.5114,57.25,21,0,3.96,CN,2022-04-29 02:23:49
364,Nantucket,41.2835,-70.0995,50.11,47,20,18.41,US,2022-04-29 02:21:33
365,Huarmey,-10.0681,-78.1522,66.78,89,61,7.25,PE,2022-04-29 02:23:50
366,Bandarbeyla,9.4942,50.8122,82.58,79,28,2.59,SO,2022-04-29 02:23:50
367,Andra,62.5147,65.8878,29.01,92,98,11.18,RU,2022-04-29 02:23:51
368,Komsomolskiy,40.4272,71.7189,66.92,63,100,2.3,UZ,2022-04-29 02:24:51
369,Gallup,35.5281,-108.7426,65.16,13,0,19.57,US,2022-04-29 02:24:52
370,Wabag,-5.4781,143.7021,65.93,85,100,2.39,PG,2022-04-29 02:24:52
371,Aykhal,66.0,111.5,33.58,99,26,10.07,RU,2022-04-29 02:24:53
372,Sakata,38.9167,139.855,60.98,41,75,17.27,JP,2022-04-29 02:24:53
373,Vieques,18.425,-65.8329,77.11,69,20,8.05,PR,2022-04-29 02:24:53
374,Aswan,24.0934,32.907,81.93,12,0,7.45,EG,2022-04-29 02:24:54
375,Olafsvik,64.8945,-23.7142,45.68,92,100,9.53,IS,2022-04-29 02:24:54
376,Khromtau,50.2503,58.4347,53.78,48,11,7.61,KZ,2022-04-29 02:24:55
377,Port Lincoln,-34.7333,135.8667,66.47,65,100,14.92,AU,2022-04-29 02:24:55
378,Port Hawkesbury,45.6169,-61.3485,41.63,98,100,11.5,CA,2022-04-29 02:24:55
379,Lashio,22.9333,97.75,87.62,21,4,1.19,MM,2022-04-29 02:24:56
380,Yangshe,31.8899,120.6052,60.01,80,100,1.99,CN,2022-04-29 02:24:56
381,Koyelga,54.6522,60.9049,46.13,74,100,12.46,RU,2022-04-29 02:24:57
382,Shenjiamen,29.9576,122.298,56.7,87,100,20.18,CN,2022-04-29 02:23:54
383,Siilinjarvi,63.0833,27.6667,24.82,86,0,8.05,FI,2022-04-29 02:24:57
384,Lasa,46.6166,10.7002,45.48,61,0,1.52,IT,2022-04-29 02:24:58
385,Los Llanos De Aridane,28.6585,-17.9182,62.35,92,75,10.36,ES,2022-04-29 02:24:58
386,Ahipara,-35.1667,173.1667,67.01,60,39,5.86,NZ,2022-04-29 02:24:58
387,Luorong,24.4058,109.6086,74.23,78,40,11.56,CN,2022-04-29 02:24:59
388,Charters Towers,-20.1,146.2667,81.37,49,83,10.71,AU,2022-04-29 02:24:59
389,Namatanai,-3.6667,152.4333,86.43,63,100,4.85,PG,2022-04-29 02:25:00
390,Lorengau,-2.0226,147.2712,85.32,68,84,2.98,PG,2022-04-29 02:25:00
391,Awbari,26.5921,12.7805,71.04,18,0,7.07,LY,2022-04-29 02:25:00
392,Great Yarmouth,52.6083,1.7305,45.41,81,100,10.09,GB,2022-04-29 02:25:01
393,Kosa,59.9445,54.9977,22.77,88,17,2.82,RU,2022-04-29 02:25:01
394,Beringovskiy,63.05,179.3167,27.81,84,99,14.99,RU,2022-04-29 02:25:02
395,Llangefni,53.2556,-4.3106,43.11,81,5,3.44,GB,2022-04-29 02:25:02
396,Yulara,-25.2406,130.9889,75.04,38,100,12.66,AU,2022-04-29 02:25:03
397,Namanga,-2.5433,36.7905,64.54,91,100,5.32,KE,2022-04-29 02:25:03
398,Saint Paul,44.9444,-93.0933,50.67,67,100,21.85,US,2022-04-29 02:20:12
399,Chuy,-33.6971,-53.4616,48.94,68,0,8.77,UY,2022-04-29 02:25:04
400,Bonavista,48.6499,-53.1147,36.27,95,100,9.08,CA,2022-04-29 02:21:40
401,Constantine,36.365,6.6147,53.01,93,75,3.44,DZ,2022-04-29 02:23:16
402,San Quintin,30.4833,-115.95,58.84,71,0,21.36,MX,2022-04-29 02:25:04
403,Tubmanburg,6.8708,-10.8172,73.71,99,100,0.16,LR,2022-04-29 02:25:05
404,Illela,13.7292,5.2975,82.69,22,68,7.07,NG,2022-04-29 02:25:05
405,Mehamn,71.0357,27.8492,25.97,82,100,17.85,NO,2022-04-29 02:25:06
406,Waddan,29.1614,16.139,62.73,59,0,11.63,LY,2022-04-29 02:25:06
407,Nemuro,43.3236,145.575,42.15,65,100,11.1,JP,2022-04-29 02:25:07
408,Entre Rios,-11.9419,-38.0844,71.01,95,100,3.4,BR,2022-04-29 02:25:07
409,Petropavlovsk-Kamchatskiy,53.0452,158.6483,45.19,57,75,13.42,RU,2022-04-29 02:25:07
410,Griffith,41.5284,-87.4237,50.05,63,100,12.66,US,2022-04-29 02:25:08
411,Midland,31.9974,-102.0779,79.47,49,0,20.71,US,2022-04-29 02:20:50
412,Sur,22.5667,59.5289,87.94,39,60,9.42,OM,2022-04-29 02:25:09
413,Vila,42.0304,-8.1588,47.28,87,52,4.0,PT,2022-04-29 02:25:09
414,Del Rio,29.3627,-100.8968,82.51,51,0,10.36,US,2022-04-29 02:25:09
415,Matara,5.9485,80.5353,81.93,76,87,4.9,LK,2022-04-29 02:26:10
416,Tinskoy,56.1525,96.9161,53.67,57,75,9.86,RU,2022-04-29 02:26:10
417,Salcininkai,54.3,25.3833,36.84,66,17,4.92,LT,2022-04-29 02:26:11
418,Laranjeiras Do Sul,-25.4078,-52.4161,63.0,96,30,2.64,BR,2022-04-29 02:26:11
419,Samsun,41.25,36.3333,54.0,86,75,3.44,TR,2022-04-29 02:26:12
420,Bata,1.8639,9.7658,78.3,84,87,2.39,GQ,2022-04-29 02:26:12
421,Berlevag,70.8578,29.0864,22.8,73,100,21.9,NO,2022-04-29 02:26:13
422,Dalbandin,28.8947,64.4101,82.49,19,0,4.36,PK,2022-04-29 02:26:13
423,Opuwo,-18.0607,13.84,72.55,38,88,2.91,NA,2022-04-29 02:21:58
424,Northam,51.0333,-4.2167,42.66,87,95,6.51,GB,2022-04-29 02:26:13
425,Salalah,17.0151,54.0924,84.29,84,20,4.61,OM,2022-04-29 02:26:14
426,San Rafael Del Sur,11.8485,-86.4384,79.77,57,57,12.19,NI,2022-04-29 02:26:14
427,Jales,-20.2689,-50.5458,73.56,45,39,6.87,BR,2022-04-29 02:26:15
428,Bolu,40.6667,31.5833,49.73,80,1,1.36,TR,2022-04-29 02:26:15
429,Lusambo,-4.9667,23.45,69.35,99,100,1.16,CD,2022-04-29 02:26:16
430,Murgab,37.4966,61.9714,73.9,27,9,5.84,TM,2022-04-29 02:26:16
431,Pangody,65.85,74.4859,21.56,86,100,11.07,RU,2022-04-29 02:26:17
432,Avera,33.194,-82.5271,60.31,50,5,4.83,US,2022-04-29 02:26:17
433,Stornoway,58.2093,-6.3865,46.92,85,70,5.75,GB,2022-04-29 02:26:18
434,Charyshskoye,51.3978,83.5598,56.64,49,10,4.03,RU,2022-04-29 02:26:18
435,Ormara,25.2088,64.6357,83.3,79,0,14.43,PK,2022-04-29 02:26:18
436,Oksfjord,70.2396,22.3479,26.67,83,100,19.66,NO,2022-04-29 02:26:19
437,Hasaki,35.7333,140.8333,59.4,81,100,17.18,JP,2022-04-29 02:26:19
438,Shimanovsk,52.0,127.7,43.72,21,100,7.58,RU,2022-04-29 02:26:20
439,Chanderi,24.7167,78.1333,92.01,14,2,16.67,IN,2022-04-29 02:26:21
440,Sao Filipe,14.8961,-24.4956,71.4,73,5,8.39,CV,2022-04-29 02:26:21
441,Mosquera,4.7059,-74.2302,51.89,100,75,2.3,CO,2022-04-29 02:26:22
442,Lubao,14.9167,120.55,92.91,52,95,10.69,PH,2022-04-29 02:26:23
443,Serebryanyy Bor,56.8,124.8,29.68,67,100,9.8,RU,2022-04-29 02:26:23
444,Black River,18.0264,-77.8487,76.3,75,15,1.95,JM,2022-04-29 02:26:24
445,Dingle,10.9995,122.6711,85.46,70,100,9.64,PH,2022-04-29 02:26:24
446,Tshela,-4.9833,12.9333,73.15,100,100,2.13,CD,2022-04-29 02:26:25
447,Mitu,1.1983,-70.1733,73.53,98,100,1.61,CO,2022-04-29 02:24:11
448,Luwuk,-0.9516,122.7875,85.78,68,86,2.86,ID,2022-04-29 02:21:28
449,Kisaran,2.9845,99.6158,82.81,79,65,4.05,ID,2022-04-29 02:26:26
450,Mountain Home,43.133,-115.6912,44.08,100,75,17.27,US,2022-04-29 02:25:54
451,Kavaratti,10.5669,72.642,84.67,75,75,5.19,IN,2022-04-29 02:22:46
452,Yeniseysk,58.4497,92.1703,52.84,82,100,7.58,RU,2022-04-29 02:26:27
453,Karratha,-20.7377,116.8463,74.46,73,100,15.97,AU,2022-04-29 02:26:28
454,Moose Factory,51.2585,-80.6094,31.98,59,0,2.3,CA,2022-04-29 02:26:29
455,Ohangaron,40.9064,69.6383,66.34,36,100,5.21,UZ,2022-04-29 02:26:29
456,Marzuq,14.4,46.4667,69.44,48,14,4.56,YE,2022-04-29 02:26:30
457,Valpacos,41.6075,-7.3109,49.87,83,1,1.9,PT,2022-04-29 02:26:30
458,Iquique,-20.2208,-70.1431,62.64,78,68,1.03,CL,2022-04-29 02:26:31
459,Namibe,-15.1961,12.1522,73.0,70,5,5.03,AO,2022-04-29 02:26:31
460,Asfi,32.2994,-9.2372,57.6,78,50,14.72,MA,2022-04-29 02:26:32
461,Masumbwe,-3.6333,32.1833,64.09,96,100,1.99,TZ,2022-04-29 02:26:32
462,Shirokiy,49.758,129.523,52.52,33,88,13.38,RU,2022-04-29 02:26:33
463,Hualmay,-11.0964,-77.6139,66.0,90,75,6.49,PE,2022-04-29 02:27:33
464,Finote Selam,10.7,37.2667,61.59,29,2,3.56,ET,2022-04-29 02:27:34
465,Parati,-23.2178,-44.7131,75.24,72,31,4.92,BR,2022-04-29 02:27:34
466,Konispol,39.6589,20.1814,60.66,71,92,4.7,AL,2022-04-29 02:27:35
467,Roald,62.5833,6.1333,43.75,81,75,3.44,NO,2022-04-29 02:27:35
468,Piacabucu,-10.4056,-36.4344,76.19,83,100,6.11,BR,2022-04-29 02:27:36
469,Kvitok,56.0724,98.4813,49.05,68,100,6.51,RU,2022-04-29 02:27:36
470,Quatre Cocos,-20.2078,57.7625,74.08,81,16,8.1,MU,2022-04-29 02:27:36
471,Divnogorsk,55.9594,92.3619,59.49,94,100,7.87,RU,2022-04-29 02:27:37
472,Lagos,6.5833,3.75,77.56,83,70,1.5,NG,2022-04-29 02:23:47
473,Muisne,0.6,-80.0333,76.44,88,99,7.18,EC,2022-04-29 02:27:37
474,Barcelona,41.3888,2.159,64.72,67,0,11.5,ES,2022-04-29 02:23:55
475,Mayo,38.8876,-76.5119,53.55,53,0,8.05,US,2022-04-29 02:27:38
476,Mossendjo,-2.9506,12.7261,68.72,100,99,0.72,CG,2022-04-29 02:27:38
477,Albolote,37.2309,-3.6551,50.34,78,0,3.44,ES,2022-04-29 02:27:39
478,Lodja,-3.4833,23.4333,69.4,98,100,1.05,CD,2022-04-29 02:27:39
479,Itaituba,-4.2761,-55.9836,75.24,94,89,2.44,BR,2022-04-29 02:27:39
480,Brae,60.3964,-1.353,44.8,81,94,5.68,GB,2022-04-29 02:27:40
481,Kankan,10.3854,-9.3057,74.59,79,100,6.35,GN,2022-04-29 02:27:40
482,Ban Nahin,18.2418,104.2122,91.54,57,97,1.41,LA,2022-04-29 02:27:41
483,Alofi,-19.0595,-169.9187,82.29,78,40,13.8,NU,2022-04-29 02:27:41
484,Uniao,-4.5858,-42.8642,74.26,96,100,3.44,BR,2022-04-29 02:27:41
485,Lidzbark Warminski,54.1259,20.5795,35.71,76,42,1.23,PL,2022-04-29 02:27:42
486,Winslow,35.0242,-110.6974,68.18,10,0,17.27,US,2022-04-29 02:26:07
487,Banff,51.1762,-115.5698,42.03,26,93,4.61,CA,2022-04-29 02:27:42
488,Ouadda,8.0777,22.4007,68.16,90,100,2.21,CF,2022-04-29 02:27:43
489,Maues,-3.3836,-57.7186,74.82,94,100,1.25,BR,2022-04-29 02:24:14
490,Pangai,-19.8,-174.35,80.71,74,100,17.27,TO,2022-04-29 02:27:43
491,Ariquemes,-9.9133,-63.0408,74.7,88,100,2.3,BR,2022-04-29 02:27:44
492,Slave Lake,55.2834,-114.769,37.38,87,100,10.36,CA,2022-04-29 02:24:07
493,Prince George,53.9166,-122.753,52.25,43,0,6.91,CA,2022-04-29 02:27:44
494,Gizycko,54.0381,21.7644,35.02,76,31,2.91,PL,2022-04-29 02:27:45
495,Bud,39.447,-86.1758,57.88,69,100,9.4,US,2022-04-29 02:27:45
496,Vao,-22.6667,167.4833,75.16,72,100,24.36,NC,2022-04-29 02:27:46
497,Nouakchott,18.0858,-15.9785,67.93,75,0,14.97,MR,2022-04-29 02:24:12
498,Nanzhang,31.7765,111.8386,58.57,69,95,4.9,CN,2022-04-29 02:27:46
499,Arlit,18.7369,7.3853,76.64,9,74,5.64,NE,2022-04-29 02:27:47
500,Cabinda,-5.55,12.2,75.65,94,100,6.2,AO,2022-04-29 02:27:47
501,Queenstown,-31.8976,26.8753,53.62,66,13,6.38,ZA,2022-04-29 02:27:47
502,Mananjary,-21.2167,48.3333,70.03,84,100,8.66,MG,2022-04-29 02:27:48
503,Port Keats,-14.25,129.55,89.98,53,40,4.18,AU,2022-04-29 02:27:48
504,Kanniyakumari,8.0833,77.5667,84.15,79,85,9.82,IN,2022-04-29 02:27:49
505,Aitape,-3.1374,142.3475,86.23,65,100,5.03,PG,2022-04-29 02:27:49
506,Turochak,52.2576,87.1224,54.46,52,50,2.68,RU,2022-04-29 02:27:49
507,Nanortalik,60.1432,-45.2371,37.94,84,100,3.76,GL,2022-04-29 02:27:50
508,Beveren,51.2559,4.2371,49.06,84,0,5.75,BE,2022-04-29 02:27:50
509,Santa Maria,-29.6842,-53.8069,56.5,94,100,2.3,BR,2022-04-29 02:28:51
510,Eureka,40.8021,-124.1637,57.67,69,7,1.01,US,2022-04-29 02:28:51
511,Takaka,-40.85,172.8,60.57,66,53,5.08,NZ,2022-04-29 02:28:52
512,Lakota,5.8528,-5.6883,72.03,93,98,2.86,CI,2022-04-29 02:28:52
513,Ferzikovo,54.5191,36.7567,31.64,93,100,2.93,RU,2022-04-29 02:28:52
514,Mocuba,-16.8392,36.9856,62.96,99,40,4.07,MZ,2022-04-29 02:28:53
515,Sorland,67.667,12.6934,35.08,60,100,14.23,NO,2022-04-29 02:28:53
516,Garowe,8.4054,48.4845,74.84,81,5,5.08,SO,2022-04-29 02:28:54
517,Odweyne,9.4092,45.064,76.73,57,100,6.98,SO,2022-04-29 02:28:54
518,Harper,4.375,-7.7169,79.18,81,93,2.15,LR,2022-04-29 02:28:55
519,Tabuk,17.4189,121.4443,87.3,56,100,6.49,PH,2022-04-29 02:28:55
520,Cap Malheureux,-19.9842,57.6142,74.46,78,12,3.0,MU,2022-04-29 02:28:56
521,Syasstroy,60.1367,32.5691,31.37,66,100,9.04,RU,2022-04-29 02:28:56
522,Fortuna,40.5982,-124.1573,55.9,68,0,11.5,US,2022-04-29 02:28:56
523,Andijon,40.7821,72.3442,67.28,67,100,2.3,UZ,2022-04-29 02:28:57
524,Saint-Joseph,-21.3667,55.6167,73.78,77,24,8.48,RE,2022-04-29 02:28:57
525,Sterlibashevo,53.4376,55.2578,38.03,84,12,11.68,RU,2022-04-29 02:28:58
526,Constitucion,-35.3333,-72.4167,49.71,70,4,7.18,CL,2022-04-29 02:25:56
527,Quang Ngai,15.1167,108.8,85.69,69,100,4.16,VN,2022-04-29 02:28:58
528,Yaan,7.3833,8.5667,77.14,77,100,3.6,NG,2022-04-29 02:28:59
529,Owerri,5.4833,7.0304,74.41,93,76,3.44,NG,2022-04-29 02:28:59
530,Staryy Nadym,65.6118,72.6842,22.77,94,100,11.39,RU,2022-04-29 02:28:59
531,Kingaroy,-26.5333,151.8333,73.44,68,40,10.36,AU,2022-04-29 02:29:00
532,Victoria Point,-27.5833,153.3,81.18,73,60,4.0,AU,2022-04-29 02:29:00
533,Alihe,50.5667,123.7167,45.19,46,100,6.8,CN,2022-04-29 02:29:01
534,Nakatunguru,-2.1167,33.0667,69.75,84,100,9.48,TZ,2022-04-29 02:29:01
535,Rockport,28.0206,-97.0544,77.05,87,20,17.27,US,2022-04-29 02:29:02
536,Zwedru,6.0667,-8.1281,73.29,96,78,2.66,LR,2022-04-29 02:29:02
537,Narsaq,60.9167,-46.05,43.02,83,100,1.16,GL,2022-04-29 02:27:42
538,Zlitan,32.4674,14.5687,62.04,89,4,10.16,LY,2022-04-29 02:29:02
539,Sistranda,63.7256,8.834,37.36,67,100,13.87,NO,2022-04-29 02:29:03
540,Santa Rosa,14.3122,121.1114,91.38,69,93,14.9,PH,2022-04-29 02:29:03
541,Balti,47.7617,27.9289,47.39,96,100,6.46,MD,2022-04-29 02:29:04
542,Panacan,9.2463,118.4082,83.14,80,98,8.43,PH,2022-04-29 02:29:04
543,Feodosiya,45.0333,35.3833,53.96,81,93,10.49,UA,2022-04-29 02:29:04
544,Aberdeen,57.1437,-2.0981,50.49,75,100,4.61,GB,2022-04-29 02:29:05
545,North Bend,43.4065,-124.2243,54.25,91,100,13.8,US,2022-04-29 02:29:05
546,Pisco,-13.7,-76.2167,66.25,82,0,5.75,PE,2022-04-29 02:29:06
547,Labuhan,-6.8844,112.2051,83.57,78,100,2.62,ID,2022-04-29 02:29:06
548,Zherdevka,51.8486,41.4606,42.55,66,94,8.34,RU,2022-04-29 02:29:06
549,Pemba,-12.974,40.5178,72.3,94,20,9.22,MZ,2022-04-29 02:29:07
550,Ust-Tsilma,65.441,52.1498,25.27,82,25,8.41,RU,2022-04-29 02:29:07
551,Purranque,-40.9167,-73.1667,33.28,97,5,1.99,CL,2022-04-29 02:29:08
